path,ref,hyp,label,wer_percentage
30998753, তেলুগু ফিল্ম ইন্ডাস্ট্রিতে এই ঘটনার  প্রেক্ষাপট নিয়ে একাধিক মত প্রচলিত আছে।,তেলে গু ফিল্ম ইন্ডাস্ট্রিতে এই ঘটনার বৃক্ষ পর নিয়ে একাধিক মত প্রচলিত আছে।,"['I', 'S', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C']",30
31635471, জাতীয় রাজধানী অঞ্চলটি একাধারে গ্রামীণ ও শহুরে একটি অঞ্চল।,জাতীয় জাতীয় রাজধানী অঞ্চলটি একাধারে গ্রামীণ ও শহরে একটি অংশ।,"['I', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'S']",30
31566613,এছাড়াও ডানহাতে ব্যাটিং করাসহ ডানহাতে  অফ-ব্রেক বোলিংয়ে পারদর্শী তিনি।,এছাড়াও ডানহাতে ব্যাটিং করারও ডানহাতে অফ ব্রেক বোলিংয়ে পারদর্শী তিনি।,"['C', 'C', 'C', 'S', 'C', 'I', 'S', 'C', 'C', 'C']",30
31539401,গুং-স্রোং-গুং-বৎসনের তেরো বছর বয়স হলে স্রোং-বৎসন-সগাম-পো তাকে সিংহাসন ছেড়ে দেন।,"নয়, তের বছর বয়স হলে বা তাকে সিংহাসন ছেড়ে দেন।","['S', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C']",30
31620318,"অর্থাৎ উৎস থেকে আলো  বেঁকে পর্যবেক্ষকের চোখে পৌঁছায়, ঠিক সাধারণ লেন্সের মত।","অর্থাৎ উৎস থেকে আলো বি কে পর্যবেক্ষকের চোখে পৌঁছায়, ঠিক সাধারণ রেঞ্জের মতো।","['C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'S']",30
31620252,পরের বছর চেন তু শিউ-কে সমালোচনা করে নেতৃত্বে চলে আসেন।,পরের বছর  চেন্তু শিউরে সমালোচনা করে নেতৃত্বে চলে আসেন।,"['C', 'C', 'D', 'S', 'S', 'C', 'C', 'C', 'C', 'C']",30
31538338,মসজিদের পাশেই বিশাল আকৃতির একটি দীঘি মসজিদ এর সৌন্দর্য কে করেছে আর বিকশিত।,মসজিদের পাশেই বিশাল আকৃতির একটি দীঘি   মসজিদের সৌন্দর্যকে করেছে আর বিকশিত।,"['C', 'C', 'C', 'C', 'C', 'C', 'D', 'D', 'S', 'S', 'C', 'C', 'C']",30
31526524, এটিই লিচেস্টারশায়ারের পক্ষে প্রথম-শ্রেণীর ক্রিকেটে কোন ব্যাটসম্যানের ব্যক্তিগত সর্বোচ্চ ইনিংস হিসেবে বিবেচিত।,এটি লিচেস্টার শায়ারের পক্ষে প্রথমশ্রেণীর ক্রিকেটে কোন ব্যাটসম্যানের ব্যক্তিগত সর্বোচ্চ ইনিংস হিসেবে বিবেচিত।,"['I', 'S', 'S', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",30
31567164, দুপচাঁচিয়া-আক্কেলপুর রাস্তা থেকেও একটি সরু রাস্তা হাট পযর্নত গেছে।,দুপচাঁচিয়া আক্কেলপুর রাস্তা থেকেও একটি সরু রাস্তা হাট পর্যন্ত গেছে।,"['I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",30
31534876,তিনি  জ্যোতির্বিজ্ঞান ও সৌরজগতের ক্ষুদ্র গ্রহের গতি বিষয়ক বিশেষজ্ঞ।,তিনি জ্যোতিষ বিজ্ঞান ও সর্যগতে ক্ষুদ্র গ্রহের গতি বিষয়ক বিশেষজ্ঞ।,"['C', 'I', 'S', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",30
31534603,সাংবাদিকতার পাশাপাশি সেন্টার ফর পলিসি   ডায়ালগ-সিপিডিতে কাজ করেছেন।,সাংবাদিকতার পাশাপাশি সেন্টার ফর পলিসি ডাক সিটি টিতে কাজ করেছেন।,"['C', 'C', 'C', 'C', 'C', 'I', 'I', 'S', 'C', 'C']",30
31561575,"এ খাতে দেশটিতে রাশিয়া, চীন ও ইরান অর্থ বিনিয়োগ করছে।","এক হাতে দেশটিতে রাশিয়া, চীন ও ইরান অর্থ বিনিয়োগ করেছে।","['S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S']",30
31628242,"তিনি ভারতের চারুকলা প্রতিষ্ঠান অ্যাকাডেমি অফ ফাইন আর্টস, কলকাতার প্রতিষ্ঠাতা।","তিনি ভারতের চারুকলা প্রতিষ্ঠান একাডেমি অফ  ফাইনার্টস, কলকাতার প্রতিষ্ঠাতা।","['C', 'C', 'C', 'C', 'S', 'C', 'D', 'S', 'C', 'C']",30
31696143,প্রায়শঃই সেনা ভোটের মাধ্যমে সর্বকালের অন্যতম সেরা  ফর্মুলা ওয়ান ড্রাইভারের মর্যাদা পেয়েছেন।,প্রায়শই সেনা ভোটের মাধ্যমে সর্বকালের অন্যতম সেরা ফর্ম ডা ওয়ান ড্রাইভের মর্যাদা পেয়েছেন।,"['S', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'S', 'C', 'C']",30
31556575,জন হান্টার ডেনিস  ফিঞ্চ হাটনের সমসাময়িক ও বন্ধু ছিলেন।,"জন হান্টার, ডেনিস ফিন স হাটনের সমসাময়িক ও বন্ধু ছিলেন।","['C', 'S', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'C']",30
31533764,এটি ক্ষুধা ও খাদ্য নিরাপত্তার সাথে জড়িত বিশ্বের বৃহত্তম সংস্থা।,"এটি খুদা ও খাদ্য নিরাপত্তার সাথে জড়িত, বিশ্বের বিক্রম সংস্থা।","['C', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'C']",30
31522351,প্রাথমিক প্রাচীরের প্রধান রাসায়নিক উপাদান সেলুলোজ যা  গ্লুকোজের পলিমার।,"প্রাথমিক প্রাচীরের প্রধান রাসায়নিক উপাদান সেলুলোজ, যা কুলি পদের পলিমার।","['C', 'C', 'C', 'C', 'C', 'S', 'C', 'I', 'S', 'C']",30
31563247,অ্যানিমেশন ও ক্যামেরা বিষয়ক একটি ধার করা বইয়ের সাহায্যে তিনি বাড়িতে পরীক্ষা চালান।,অ্যানিমে জন্য ক্যামেরা বিষয়ক একটি ধার করা বইয়ের সাহায্যে তিনি বাড়িতে তরিকা চালা।,"['S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'S']",30
31550592,পোল্যান্ডের  নথিভুক্ত করা ইতিহাস খ্রিস্টপূর্ব এক হাজার বছরের পুরানো।,পোল্যান্ডের নতি ভুক্ত করা ইতিহাস খ্রিস্টপূর্ব এক হাজার বছরের পূর্ণ।,"['C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S']",30
31591812,শ্রীলঙ্কার ঘরোয়া প্রথম-শ্রেণীর ক্রিকেটে  সিংহলীজ স্পোর্টস ক্লাবের পক্ষে খেলছেন।,শ্রীলঙ্কার ঘরোয়া প্রথমশ্রেণীর ক্রিকেটে সিংহল স স্পোর্টস ক্লাবের পক্ষে খেলছেন।,"['C', 'C', 'S', 'C', 'I', 'S', 'C', 'C', 'C', 'C']",30
31523295,নির্ধারিত দিন রেডিওর গানের মাধ্যমে সিগন্যাল পেয়ে শাহজাহান সিদ্দিকী অপারেশনের প্রস্তুতি শুরু করলেন।,"নির্ধারিত দিন, রেডিওর গানের মাধ্যমে সিগনাল পেয়ে সাজান্সির দিকে অপারেশনের প্রস্তুতি শুরু করলেন।","['C', 'S', 'C', 'C', 'C', 'S', 'C', 'S', 'S', 'C', 'C', 'C', 'C']",30
31573096,"কিং, মার্কিন যুক্তরাষ্ট্রের ক্যালিফোর্নিয়া রাজ্যের লস অ্যাঞ্জেলেস শহরে জন্মগ্রহণ করেন।",কিং মার্কিন যুক্তরাষ্ট্রের ক্যালিফোর্নিয়া রাজ্যের লস  অ্যাঞ্জেয়ালশহরের জন্মগ্রহণ করেন।,"['S', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C']",30
31742406,"তিনিই প্রথম দৃষ্টি প্রতিবন্ধী নারী, যিনি পদ্মশ্রী পুরস্কার লাভ করেন।",তিনিই প্রথম দৃষ্টি প্রতিবন্ধী নারী জিনি পদশ্রী পুরস্কার লাভ করেন।,"['C', 'C', 'C', 'C', 'S', 'S', 'S', 'C', 'C', 'C']",30
31509247,বার্কলি বলেন বস্তু ও বস্তুর জ্ঞানের মধ্যে কোন পার্থক্য নেই কিন্তু সমালোচকগণ বলেন এর মধ্যে পার্থক্য আছে।,"বার্কলি বলন, বস্তু ও বসুর জ্ঞানের মধ্যে কোন পার্থক্য  নেইকিন্তু সমালোচকগণ বলেন, এর মধ্যে পার্থক্য আছে।","['C', 'S', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'S', 'C', 'C', 'C', 'C']",29
31003617,এর পাশাপাশি তিনি ইউনিভার্সিটি অব এশিয়া প্যাসিফিক এবং ইসলামিক ইউনিভার্সিটি অব টেকনোলজিতে খণ্ডকালীন অধ্যাপক হিসেবেও শিক্ষকতা করেন।,এর পাশাপাশি তিনি ইউনিভার্সিটি অব এশিয়া পাশে বং ইসলামিক ইউনভর্সটি অফ টেকনোলজিতে কন্ডকালেন অধ্যাপক হিসেবেও শিক্ষকতা করেন।,"['C', 'C', 'C', 'C', 'C', 'C', 'S', 'S', 'C', 'S', 'S', 'C', 'S', 'C', 'C', 'C', 'C']",29
31022784,পাকিস্তানের প্রধানমন্ত্রী সৈয়দ ইউসুফ রাজা গিলানি তার মৃত্যুতে শোক প্রকাশ করেছেন এবং তার পরিবারের প্রতি সমবেদনা জানিয়েছেন।,পাকিস্তানের প্রধানমন্ত্রী সৈয়দ   সুফরাজাগিলানি তার মৃত্যুতে শোক প্রকাশ করেছিলেন এবং তার পরিবারের প্রতি সমবেদনা জানিয়েছিলেন।,"['C', 'C', 'C', 'D', 'D', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'S']",29
31536754,অ্যাডামসের বোলিং ভঙ্গীমা খুবই উচ্চমানের আন-অর্থোডক্স পর্যায়ের।,"অ্যাডামসের বোলিং ভঙ্গীমা খুবই উচ্চমানের, আনঅর্থোডক্স পর্যায়ের।","['C', 'C', 'C', 'C', 'S', 'S', 'C']",28
31002638,এর পর তিনি রাজশাহী বিশ্ববিদ্যালয়ে ভর্তি হন।, এরপর তিনি রাজশাহী বিশ্ববিদ্যালয়ে ভর্তি হন।,"['D', 'S', 'C', 'C', 'C', 'C', 'C']",28
31655135,"ফলশ্রুতিতে, মেলবোর্ন টেস্ট খেলার জন্যে মনোনীত হন।",ফলশ্রুতিতে মেলবোর্ন টেস্ট খেলার জন্য মনোনীত হন।,"['S', 'C', 'C', 'C', 'S', 'C', 'C']",28
31003615,"এই গ্রাম গুলো তে কোন পাকা রাস্তা নেই, বর্ষাকালে যোগাযোগ ব্যবস্থা পুরো ভেঙে পড়ে।",এই   গ্রামগুলোতে কোন পাকা রাস্তা নি বর্ষাকালে যোগাযোগ ব্যবস্থা পুরো ভেঙে পড়ে।,"['C', 'D', 'D', 'S', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C']",28
31598259,ল্বকটি ওন্দা থানার  এক্তিয়ারভুক্ত এলাকার অধীনস্থ।,ল্বকটি ওন্দা থানার এরিয়া ভুক্ত এলাকার অধীনস্থ।,"['C', 'C', 'C', 'I', 'S', 'C', 'C']",28
31567517,কথিত আছে তিনিই জেরুসালেম নগরী প্রতিষ্ঠা করেন।,"কথিত আছে, তিনি জেরুসালেম নগরী প্রতিষ্ঠা করেন।","['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31551723,নিজের সেরা দিনগুলোয় দৃশ্যতঃ তিনি অপ্রতিরোধ্য ছিলেন।,নিজের সেরা দিনগুলোয় শ্যত তিনি অপতিরোদ্ধ ছিলেন।,"['C', 'C', 'C', 'S', 'C', 'S', 'C']",28
30706505,তিনি জম্মু ও কাশ্মীর বিধানসভার সদস্যও ছিলেন।,তিনি জাম ও কাশ্মীর বিধানসভার সদস্য ছিলেন।,"['C', 'S', 'C', 'C', 'C', 'S', 'C']",28
31590221,রায়পুর হ'ল বোম্বে-হাওড়া মূল লাইনটি নিকটতম রেলওয়ে।,"রায়পুর হল, বোম্বেহাওড়া মূল লাইনটি নিকটতম রেলওয়ে।","['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31595596,এটি  ল্বাড-ব্রেইন ব্যারিয়ার অতিক্রম করতে পারে।,এটি ল্বাড ব্রিন ব্যারিয়ার অতিক্রম করতে পারে।,"['C', 'I', 'S', 'C', 'C', 'C', 'C']",28
31565815,"অসাধারণ তাঁর তেজ, আর বিদ্যার খ্যাতিও প্রভূত।","অসাধারণ, তাঁর তেজ আর বিদ্যার খ্যাতিও প্রভূত।","['S', 'C', 'S', 'C', 'C', 'C', 'C']",28
31589314,তাঁর রাজত্ব দুঃখ ও সমস্যায় পূর্ণ ছিল।,তার রাজত্ব দুক্ষ ও সমস্যায় পূর্ণ ছিল।,"['S', 'C', 'S', 'C', 'C', 'C', 'C']",28
31594676,"হিন্দুরা, প্রধানত দক্ষিণে, হিন্দুধর্ম পালন করে থাকে।",হিন্দুরা প্রধানত দক্ষিণে হিন্দুধর্ম পালন করে থাকে।,"['S', 'C', 'S', 'C', 'C', 'C', 'C']",28
31578327,প্রতিষ্ঠানের অধ্যক্ষ জনাব মুহাম্মদ আবু নঈম আজাদ।,প্রতিষ্ঠানের অধ্যক্ষ  জনাবমোহাম্মদ আবু নঈম আজাদ।,"['C', 'C', 'D', 'S', 'C', 'C', 'C']",28
31798449,তিনি এই  পুরস্কারপ্রাপ্ত প্রথম নারী পদার্থবিজ্ঞানী।,তিনি এই পুরস্কার প্রাপ্ত প্রথম নারী পদার্থবিজ্ঞানী।,"['C', 'C', 'I', 'S', 'C', 'C', 'C']",28
31563397,সাধারণত নির্বাচিত কিছু সামগ্রী অন্ত্যেষ্টিক্রিয়ায় ব্যবহৃত হত।,সাধারণভাবে নির্বাচিত কিছু সামগ্রী অন্তোস্টিক্রিয়ায় ব্যবহৃত হত।,"['S', 'C', 'C', 'C', 'S', 'C', 'C']",28
31563610,এই চলচ্চিত্রের সঙ্গীত অধিকার টি-সিরিজ দ্বারা অর্জিত।,এই চলচ্চিত্রের সঙ্গীত  অধিকাটিসিরিজ দ্বারা অর্জিত।,"['C', 'C', 'C', 'D', 'S', 'C', 'C']",28
31588929,কিন্ত স্বল্পকাল পরেই বিবাহ বিচ্ছেদ ঘটে তাদের।,"কিন্তু স্বল্পকাল পরেই বিবাহ বিচ্ছেদ ঘটে, তাদের।","['S', 'C', 'C', 'C', 'C', 'S', 'C']",28
30998081,বর্তমানে দেশটির প্রধান রফতানি পণ্য হচ্ছে তেল।,বর্তমানে দেশটির প্রধান রপ্তানি পন্য হচ্ছে তেল।,"['C', 'C', 'C', 'S', 'S', 'C', 'C']",28
31596886,এরপর তিনি তাঁকে শ্বাসরোধ করে হত্যা করেন।,এরপর তিনি তাকে সাত করে হত্যা করেন।,"['C', 'C', 'S', 'S', 'C', 'C', 'C']",28
31548371,বর্তমানে এটিই শহরের বৃহত্তম কার পার্কিং প্লাজা।,বর্তমানে এটিই শহরের বৃহত্তম  কার্পার্কিং প্লাজা।,"['C', 'C', 'C', 'C', 'D', 'S', 'C']",28
31548649,সে পরিবেশ যদি কোনো কারণে দূষিত হয় তবে তা জীবের অস্তিত্বে জন্য  হুমকিস্বরূপ।,"সে পরিবেশ যদি কোনো কারণে দূষিত হয়, তবে তা জীবের অস্তিত্বের জন্য হুমকি সরু।","['C', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'S', 'C', 'I', 'S']",28
31512239,তারপরে তিনি দারুল উলূম দেওবন্দে ভর্তি হয়েছিলেন।,তারপর তিনি দারুল উলুম দেওবন্দে ভর্তি হয়েছিলেন।,"['S', 'C', 'C', 'S', 'C', 'C', 'C']",28
31539680,"বৌদ্ধ দর্শনে, ধম্মধর্ম  শদ্বটি ঘটনাকেও বোঝায়।",বৌদ্ধ দর্শনে ধম্মধর্ম ঘ শদ্বটি ঘটনাকেও বোঝায়।,"['C', 'S', 'C', 'I', 'C', 'C', 'C']",28
31714575,শারীরিক বৈশিষ্ট্য শরীরের গঠন এর সাথে সম্পর্কিত।,শারীরিক বৈশিষ্ট্য শরীরের  গঠনের সাথে সম্পর্কিত।,"['C', 'C', 'C', 'D', 'S', 'C', 'C']",28
31562328," একইসাথে, বিভিন্ন ক্ষেত্রে, যেমন ইস্পাত উৎপাদন, চীনের অগ্রাধিকার ধারণক্ষমতা সহযোগিতার প্রয়োজন তুলে ধরে।",একই সাথে বিভিন্ন ক্ষেত্রে যেমন ইস্পাত উৎপাদন চীনের অগ্রাধিকার ধারণক্ষমতা সহযোগিতার প্রয়োজন তুলে ধরে।,"['I', 'S', 'C', 'S', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",28
31538527,যদিও এসব বিচার গির্জার আদর্শ থেকেই এসেছে।,যদিও সব বিচার গীর্জার আদর্শ থেকেই এসেছে।,"['C', 'S', 'C', 'S', 'C', 'C', 'C']",28
31538400,যুগ্মভাবে টুর্নামেন্টের তৃতীয় সর্বোচ্চ উইকেট শিকারি হন।,যুগ্নভাবে টুর্নামেন্টের তৃতীয় সর্বোচ্চ উইকেট শিকারী হন।,"['S', 'C', 'C', 'C', 'C', 'S', 'C']",28
31565383,নিউজিল্যান্ডের বিপক্ষে খুবই ভালোমানের বোলিংশৈলী উপহার দেন।,নিউজিল্যান্ডের বিভাগে কবি ভালোমানের বোলিংশৈলী উপহার দেন।,"['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31516219,বিভিন্ন ধরনের  যানবাহন সন্ধানী যন্ত্র রয়েছে।,বিভিন্ন ধরনের জান বহন সন্ধানী যন্ত্র রয়েছে।,"['C', 'C', 'I', 'S', 'C', 'C', 'C']",28
31567785,বাংলাদেশ টাইগার অ্যাকশন প্ল্যান-এর তিনি একজন সহপ্রণেতা।,বাংলাদেশ টাইগার একশন প্ল্যানের তিনি একজন সহপ্রণেতা।,"['C', 'C', 'S', 'S', 'C', 'C', 'C']",28
31510187,ফিলাডেলফিয়া ডেলাওয়্যার ভ্যালির অর্থনৈতিক ও সাংস্কৃতিক কেন্দ্র।,ফিলাডেলফিয়া জেলার বালির অর্থনৈতিক ও সাংস্কৃতিক কেন্দ্র।,"['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31608084,বাংলাদেশে উত্তর কোরিয়ার স্থায়ী  রাষ্ট্রদূত রয়েছে।,বাংলাদেশে উত্তর কোরিয়ার স্থায়ী রাষ্ট্র রূপ রয়েছে।,"['C', 'C', 'C', 'C', 'I', 'S', 'C']",28
31021320,আর কন্যা সারাহ মান্নান হোসাইন যুক্তরাষ্ট্র প্রবাসী।,"আর কন্যা, সারা মান্নান হোসাইন যুক্তরাষ্ট্র প্রবাসী।","['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31527508,এটিকে তারিখে রকেটের উপরে সংযুক্ত করা হয়েছিল।,এটিকে? তারিকে রকেটের উপরে সংযুক্ত করা হয়েছিল।,"['S', 'S', 'C', 'C', 'C', 'C', 'C']",28
31558159,এটা ভারতের  সবথেকে একটা বিপন্ন প্রজাতি।,এটা ভারতের সব থেকে একটা বিপন্ন প্রজাতি।,"['C', 'C', 'I', 'S', 'C', 'C', 'C']",28
31522049,মেঝে দেয়াল এবং ছাদে নানাবিধ সূক্ষ্ম কারুকাজ।,"মেঝে, দেয়াল এবং ছাদে নানাবিধ সূক্ষ কারুকাজ।","['S', 'C', 'C', 'C', 'C', 'S', 'C']",28
31607774,"তন্মধ্যে, ভারত-পাকিস্তানের মধ্যকার খেলাও এখানে অনুষ্ঠিত হবে।",তন্মধ্যে ভারতপাকিস্তানের মধ্যকার খেলাও এখানে অনুষ্ঠিত হবে।,"['S', 'S', 'C', 'C', 'C', 'C', 'C']",28
31520532,"তিনি বলেন, যতক্ষণ না সরকার আমাদের দাবী মেনে নিচ্ছে, আমাদের নিরবচ্ছিন্ন আন্দোলন চলতেই থাকবে।","তিনি বলেন,  যতক্ষণ্যা সরকার আমাদের দাবী মেনে নিচে আমাদের নিরবিচ্ছিন্ন আন্দোলন চলতেই থাকবে।","['C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'C']",28
31018288,পরবর্তীতে বাংলাদেশ সরকার ওই প্রস্তাবটি অনুমোদন করে।,পরবর্তীতে বাংলাদেশ  সরকারী প্রস্তাবটি অনুমোদন করে।,"['C', 'C', 'D', 'S', 'C', 'C', 'C']",28
31526035,"বলা হয়ে থাকে  যে, মক্কায় অবস্থানকালে নাজিব আলী চৌধুরী নবি মুহাম্মদকে স্বপ্নে দেখেন।",বলা হয়ে থাকে যে মত কাই অবস্থানকালে নাজিব আলী চৌধুরী নবি মুহাম্মদকে সরণি দেখেন।,"['C', 'C', 'C', 'I', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'S', 'C']",28
31525875,এই রেলপথটি চীন-এর রাজধানী শহর বেইজিং থেকে বন্দর শহর  থিয়েনচিন পর্যন্ত চলে গেছে।,"এই রেলপথটি, চীনের রাজধানী শহর বেইজিং থেকে বন্দর শহর থান চীন পর্যন্ত চলে গেছে।","['C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C']",28
31509151,আমি ঠিক জানিনা ও আসবে কি না।,আমি ঠিক জানিনা ও আস বেকি না।,"['C', 'C', 'C', 'C', 'S', 'S', 'C']",28
31520924,বুধের বেশিরভাগ বায়ুমণ্ডল সৌর বাতাসে বিস্ফোরিত হয়েছে।,বুধের বেশিরভাগ বায়ুমণ্ডল  সৌরবাতাশে বিস্ফোরিত হয়েছে।,"['C', 'C', 'C', 'D', 'S', 'C', 'C']",28
31600690,আতিক উল্লাহ হবিগঞ্জ জেলা বিএনপির সাবেক সভাপতি।, আতিকুল্লাহ হবিগঞ্জ জেলা বিএনপির সাবেক সভাপতি।,"['D', 'S', 'C', 'C', 'C', 'C', 'C']",28
31509590,তিনি দিল্লী মহানগরের প্রথম মহিলা মেয়র ছিলেন।,তিনি দিল্লি মহাসাগরের প্রথম মহিলা মেয়র ছিলেন।,"['C', 'S', 'S', 'C', 'C', 'C', 'C']",28
31641359,এটি  ডেরেন-হামিদ দম্পতি নির্মিত প্রথম কাজ।,এটি ডেরেন হামের দম্পতি নির্মিত প্রথম কাজ।,"['C', 'I', 'S', 'C', 'C', 'C', 'C']",28
31676432,এটি সেই বছরের অন্যতম  ব্যবসাসফল চলচ্চিত্র।,এটি সেই বছরের অন্যতম ব্যবসা সফল চলচ্চিত্র।,"['C', 'C', 'C', 'C', 'I', 'S', 'C']",28
31581892,এই হাঙর সাধারণত অগভীর জলে বসবাস করে।,এই হাঙ্গর সাধারণত অগভীর পানিতে বসবাস করে।,"['C', 'S', 'C', 'C', 'S', 'C', 'C']",28
31024423,তিনি তার পিতামাতার আট সন্তানের মধ্যে সপ্তম।,তিনি তার পিতামাতার আট সন্ত মন্দির সপ্তম।,"['C', 'C', 'C', 'C', 'S', 'S', 'C']",28
30991434,"তাই তিনি তবলা, হারমোনিয়াম এবং সংগীত শিখেছিলেন।",তাই তিনি তবলা হারমোনিয়াম এবং সংগীত শিখিয়েছিলেন।,"['C', 'C', 'S', 'C', 'C', 'C', 'S']",28
31644782,আনুষঙ্গিক হলের অভ্যন্তরে প্রধান  পথ্রনা হল।,আনুষঙ্গিক হলের অভ্যন্তরে প্রধান পার্থ না হল।,"['C', 'C', 'C', 'C', 'I', 'S', 'C']",28
31522643,নরওয়েজীয় উইকিপিডিয়ায় উইকিপিডিয়ানদের সম্মিলিত সম্পাদনার সংখ্যা টি।,নরওয়েজীয় উইকিপিডিয়ায় উইকিপিডিয়ানদের সম্মিলিত সম্পাদনার  সংখ্যাটি।,"['C', 'C', 'C', 'C', 'C', 'D', 'S']",28
31573507,এটা এক ধরনের নাক্ষত্রিক নিউক্লিয়  সংশ্লেষণ।,এটা এক ধরনের নাক্ষত্রিক নিউক্লিয় সং স্টেশন।,"['C', 'C', 'C', 'C', 'C', 'I', 'S']",28
31678044,ইলিরীয়  ইন্দো-ইউরোপীয় ভাষা পরিবারের অংশ ছিল।,ইলিরীয় ইন্দো ইউরোপীয় ভাষা পরিবারের অংশ ছিল।,"['C', 'I', 'S', 'C', 'C', 'C', 'C']",28
31573399,লিচু গাছ একটি লম্বা  চিরহরিৎ গাছ।,লিচু গাছ একটি লম্বা ছিল হৃদ গাছ।,"['C', 'C', 'C', 'C', 'I', 'S', 'C']",28
31519021,তারপর বাংলাদেশ সেনাবাহিনীতে মেডিকেল কোরে যোগ দেন।,তারপর বাংলাদেশের সেনাবাহিনীতে মেডিকেল করে যোগ দেন।,"['C', 'S', 'C', 'C', 'S', 'C', 'C']",28
31526949,ছবিটির অধিকাংশ চিত্রগ্রহণ হয়েছে গোয়া এবং মুম্বই-এ।,ছবিটির অধিকাংশ চিত্রগ্রহণ হয়েছে গো এবং মুম্বাই।,"['C', 'C', 'C', 'C', 'S', 'C', 'S']",28
31529505,"বর্তমানে তিনি 'পাঞ্জাব সাহিত্য একাডেমী, চন্ডীগড়'-এর সভাপতি।","বর্তমানে তিনি পাঞ্জাব সাহিত্য একাডেমী, চন্ডীগড়ের সভাপতি।","['C', 'C', 'S', 'C', 'C', 'S', 'C']",28
31532417,এরপর তিনি চেন্নাইতে মাদ্রাজ ক্রিশ্চিয়ান কলেজে পড়েন।,এরপর তিনি চেন্নাইতে  মাদ্রাসক্রিস্চিয়ান কলেজে পড়েন।,"['C', 'C', 'C', 'D', 'S', 'C', 'C']",28
31008320,জাহ হচ্ছে কিং জেমস বাইবেলে উল্লেখিত চরিত্র।,যা হচ্ছে কিং জেমস বাইবেলে উল্লেখিত চিত্র।,"['S', 'C', 'C', 'C', 'C', 'C', 'S']",28
31672774,"এছাড়াও, বিশ্বের প্রাচীনতম ক্রীড়া যাদুঘরের কেন্দ্রস্থল এটি।",এছাড়াও বিশ্বের প্রাচীনতম ক্রীড়া যাদুঘরের কেন্দ্রস্থল তরী।,"['S', 'C', 'C', 'C', 'C', 'C', 'S']",28
31552931,ছবিটি পরিচালনা করেছেন প্রখ্যাত চলচ্চিত্রকার দিলীপ বিশ্বাস।,ছবিটি পরিচালনা করেছেন প্রখ্যাত চলচ্চিত্রকার  দিলিপবিশ্বাস।,"['C', 'C', 'C', 'C', 'C', 'D', 'S']",28
31532223,তার জন্ম বাংলাদেশের বরিশাল জেলার ঝালকাঠি তে।,তার জন্ম বাংলাদেশের বরিশাল জেলার  ঝালকাঠিতে।,"['C', 'C', 'C', 'C', 'C', 'D', 'S']",28
31671787,কক্ষের বাঁ দিকের মন্দিরে রাধা-কৃষ্ণের মূর্তি রয়েছে।,কক্ষের বাঁ দিকে মন্দিরে রাধাকৃষ্ণের মূর্তি রয়েছে।,"['C', 'C', 'S', 'C', 'S', 'C', 'C']",28
31532365,তবে  যুক্তরাজ্য এই যুগের প্রতি বছরই বিশ্বের কোথাও না কোথাও যুদ্ধে লিপ্ত ছিল।,তবে যুক্ত রাজ্য এই যুগের প্রতি বছরই বিশ্বের  কথাওনা কোথাও যুদ্ধে লিপ্ত ছিল।,"['C', 'I', 'S', 'C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'C', 'C']",28
