path,predicted,actual
../input/dlsprint/validation_files/common_voice_bn_31007953.mp3,এছাড়াও এক দিনের আন্তর্জাতিকে ইংল্যান্ডের বিপক্ষে তাদের মধ্যকার এ জুটি বাংলাদেশের সর্বোচ্চ রানের জুটি,এছাড়াও একদিনের আন্তর্জাতিকে ইংল্যান্ডের বিপক্ষে তাদের মধ্যকার এ জুটি বাংলাদেশের সর্বোচ্চ রানের জুটি।
../input/dlsprint/validation_files/common_voice_bn_31535090.mp3,মসজিদের অংশে থেকে বেদির অপর অংশে পৌঝানোর জন্য রয়েছে একটি শিরে,মসজিদের অংশে থেকে বেদীর অপর অংশে পৌছানোর জন্য রয়েছে একটি সিঁড়ি।
../input/dlsprint/validation_files/common_voice_bn_31535094.mp3,মন্দিরের প্রবেশপথের ডান দিকে অফিস কক্ষ বাম দিকে শিব মন্দির,"মন্দিরের প্রবেশ পথের ডান দিকে অফিস কক্ষ, বাম দিকে শিব মন্দির।"
../input/dlsprint/validation_files/common_voice_bn_31665627.mp3,তাদের এক পুত্র জন্মগ্রহণ করে,তাদের এক পুত্র জন্মগ্রহণ করে।
../input/dlsprint/validation_files/common_voice_bn_31666258.mp3,এর কাজ হল দেশের সর্বোত্র ভূতাত্মিক কার্যক্রম পরিচালনা ও ভূতাত্মিক মানচিত্র প্রণয়ন করা,এর কাজ হল দেশের সর্বত্র ভূতাত্ত্বিক কার্যক্রম পরিচালনা ও ভূতাত্ত্বিক মানচিত্র প্রণয়ন করা।
../input/dlsprint/validation_files/common_voice_bn_31666261.mp3,তার পূর্ব পুরসেরা রাশিয়া থেকে মার্কিন যুক্তরাষ্ট্রে আসেন,তার পূর্বপুরুষেরা রাশিয়া থেকে মার্কিন যুক্তরাষ্ট্রে আসেন।
../input/dlsprint/validation_files/common_voice_bn_31607701.mp3,বস্তির মানুষের দুক্ষ দূর্দশা কলেদ নিয়ে রচিত এই উপন্যাস বাংলা সাহিত্যে এক নতুন মাত্রা যোগ করে,বস্তির মানুষের দুঃখ-দুর্দশা-ক্লেদ নিয়ে রচিত এই উপন্যাস বাংলা সাহিত্যে এক নতুন মাত্রা যোগ করে।
../input/dlsprint/validation_files/common_voice_bn_31607702.mp3,তার আন্তর্জাতিক পর্যায়ের খেলোয়াড়ী জীবন তেমন দর্শনীয় ছিল না,তার আন্তর্জাতিক পর্যায়ের খেলোয়াড়ী জীবন তেমন দর্শনীয় ছিল না।
../input/dlsprint/validation_files/common_voice_bn_31607709.mp3,বরিশাল সিটি কর্পোরিশনের দক্ষিণপূর্বাআংশে বন্দর থানার অবস্থান,বরিশাল সিটি কর্পোরেশনের দক্ষিণ-পূর্বাংশে বন্দর থানার অবস্থান।
../input/dlsprint/validation_files/common_voice_bn_31571431.mp3,প্রতি সাপ্তাহে এক দিন এই সবার আয়োজন হত,প্রতি সপ্তাহে একদিন এই সভার আয়োজন হতো।
../input/dlsprint/validation_files/common_voice_bn_31571683.mp3,কোনো কোনো ক্ষেত্রে তার এই অভিযানে সঙ্গী হয়েছে তার বন্দু দমে,কোন কোন ক্ষেত্রে তার এই অভিযানের সঙ্গী হয়েছে তার বন্ধু টনি।
../input/dlsprint/validation_files/common_voice_bn_31571690.mp3,কাউনিয়া উপজেলা শিক্ষায় অনেক এগি,কাউনিয়া উপজেলা শিক্ষায় অনেক এগিয়ে।
../input/dlsprint/validation_files/common_voice_bn_31510430.mp3,এর বর্তমান বিসি ডক্টার মোহাম্মদ সোড়ায় মাম,এর বর্তমান ভিসি ডাক্তার মুহাম্মদ সোলায়মান।
../input/dlsprint/validation_files/common_voice_bn_31510438.mp3,তিনিই সারা জীবন মানুষের কল্যাণে নিজের অর্থ সম্পত্তি ডান করে গেছেন,তিনি সারাজীবন মানুষের কল্যাণে নিজের অর্থ সম্পত্তি দান করে গেছেন।
../input/dlsprint/validation_files/common_voice_bn_31510442.mp3,উল্লেখ্য মন্দির তৈরিতে স্টিল বা কনক্রিট ব্যবহার করা হয়নি,"উল্লেখ্য, মন্দির তৈরিতে স্টিল বা কংক্রিট ব্যবহার করা হয়নি।"
../input/dlsprint/validation_files/common_voice_bn_31571266.mp3,অনুশালন করার সুবিধারতে নিয়োগ করতা তাকে প্রতি দিনি এক ঘণ্ডা পূর্বে কাছ থেকে মুক্তি দিতেন,অনুশীলন করার সুবিধার্থে নিয়োগকর্তা তাকে প্রতিদিনই এক ঘণ্টা পূর্বে কাজ থেকে মুক্তি দিতেন।
../input/dlsprint/validation_files/common_voice_bn_31571272.mp3,মুসলিম গণ ইদুল আজার নামাজ মসজিদে বা খোলামাঠে আদায় করে থাকেন,মুসলিমগণ ঈদুল আযহার নামাজ মসজিদে বা খোলা মাঠে আদায় করে থাকেন।
../input/dlsprint/validation_files/common_voice_bn_31571274.mp3,আহত মানুষের সেবা নিয়ে থ্তনতা ধারাণোর লক্ষে বিভিন্ন সামাজিক ও সাংস্কৃতিক সংগঠন বিশ্ব ট্রমাদিবস পালন করছে,আহত মানুষের সেবা নিয়ে সচেতনতা বাড়ানোর লক্ষ্যে বিভিন্ন সামাজিক ও সাংস্কৃতিক সংগঠন বিশ্ব ট্রমা দিবস পালন করছে।
../input/dlsprint/validation_files/common_voice_bn_31515243.mp3,আগুনেরপুরে হাজার হাজার গাছ সহ অনেক ছট ছোট স্তন্য প্রায়ী প্রাণীরা এবং শরিশ্রৃপ মারা গিয়েছিল,আগুনে পুড়ে হাজার হাজার গাছ সহ অনেক ছোট স্তন্যপায়ী প্রাণীরা এবং সরীসৃপ মারা গিয়েছিল।
../input/dlsprint/validation_files/common_voice_bn_31515260.mp3,এই পঞ্চায়দ সমিটির প্রধান কার্যালয় চেঙ্গল পট্টু শহরে অবস্থিত,এই পঞ্চায়েত সমিতির প্রধান কার্যালয় চেঙ্গলপট্টু শহরে অবস্থিত।
../input/dlsprint/validation_files/common_voice_bn_31579004.mp3,তখন তিনি যোব ও কীরামন্ত্রণালয়ের দায়িত্বে ছিলেন,তখন তিনি যুব ও ক্রীড়া মন্ত্রণালয়ের দায়িত্বে ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31579005.mp3,তিনি বেঙ্গালুরুর জাতীয় স্বীকৃতি মূলনায়ন কাউন্সিলের পরিচালক ছিলেন,তিনি বেঙ্গালুরুর জাতীয় স্বীকৃতি ও মূল্যায়ন কাউন্সিলের পরিচালক ছিলেন।
../input/dlsprint/validation_files/common_voice_bn_31579009.mp3,ভারতে আসার পর একজন সাংবাদিক হিসেবে তিনি বিভিন্ন ও প্রকাশনা সংস্থার জন্য কাজ করতে থাকেন,"ভারতে আসার পর, একজন সাংবাদিক হিসাবে, তিনি বিভিন্ন প্রকাশনা সংস্থার জন্য কাজ করতে থাকেন।"
../input/dlsprint/validation_files/common_voice_bn_31614338.mp3,এই এলাকার লোকেরা মুক্তিযুদ্ধের ব্যাপক অবদান রেখেন,এই এলাকার লোকেরা মুক্তিযুদ্ধে ব্যপক অবদান রাখেন।
../input/dlsprint/validation_files/common_voice_bn_31614341.mp3,তিনি সক্রিয়ভাবে মুক্তিযুদ্ধে অংশগ্রহণ করেন,তিনি সক্রিয়ভাবে মুক্তিযুদ্ধে অংশগ্রহণ করেন।
../input/dlsprint/validation_files/common_voice_bn_31020252.mp3,আজীবন তিনি এই পত্রিকা দপ্তরে কাজ করেছেন,আজীবন তিনি এই পত্রিকা দপ্তরে কাজ করেছেন।
../input/dlsprint/validation_files/common_voice_bn_31020256.mp3,থিয়েটার কিছু অনান্য বৈশিষ্ট্য এখনও যোগ করেছে বং সেগুলির শক্তিশালী প্রভাব আছে,থিয়েটার কিছু অনন্য বৈশিষ্ট্য এখনো যোগ করেছে এবং সেগুলির শক্তিশালী প্রভাব আছে।
../input/dlsprint/validation_files/common_voice_bn_31020565.mp3,বর্তমানে তিনি মহিলাদের বিশ্ময় দাবা চ্যাম্পিয়ন,বর্তমানে তিনি মহিলাদের বিশ্ব দাবা চ্যাম্পিয়ন।
../input/dlsprint/validation_files/common_voice_bn_31514915.mp3,সম্মিলিত শৈ্নের সাথে ভিমের নবগঠিত রাষ্ট্রের পেরে ওঠা অনেকটাই অসম্ভব ছিল,সম্মিলিত সৈন্যের সাথে ভীমের নবগঠিত রাষ্ট্রের পেরে ওঠা অনেকটা অসম্ভব ছিল।
../input/dlsprint/validation_files/common_voice_bn_31514917.mp3,বঙ্গীয় সাহিত্য পরিষদ থেকে অজয় হোম পেয়েছেন অর্চনা পুরস্কার,বঙ্গীয় সাহিত্য পরিষদ থেকে অজয় হোম পেয়েছেন অর্চনা পুরস্কার।
../input/dlsprint/validation_files/common_voice_bn_31539979.mp3,এরপর তিনি আর পৌরপরী সুস্থা হতে পারেননি,এরপর তিনি আর পুরোপুরি সুস্থ হতে পারেননি।
../input/dlsprint/validation_files/common_voice_bn_31541711.mp3,উপকুলীয় অঞ্চল হিসেবে এই উপজেলা জলচ্চাষ ও ঘুমি জড়া বহুবার আক্রাপ্ত ছিল,উপকূলীয় অঞ্চল হিসাবে এই উপজেলা জলোচ্ছ্বাস এবং ঘূর্ণিঝড়ে বহুবার আক্রান্ত ছিল।
../input/dlsprint/validation_files/common_voice_bn_31542774.mp3,বাংলা সুবেদার ইসলামখার ডাকার উন্নয়নে মননিবাস করেন,বাংলার সুবেদার ইসলাম খাঁ ঢাকার উন্নয়নে মনোনিবেশ করেন।
../input/dlsprint/validation_files/common_voice_bn_31543943.mp3,সংখ্যাগুলো সর্বদায় বিভিন্ন বস্তুর সাথে সংস্রৃষ্ট থাক্ত,সংখ্যাগুলো সর্বদাই বিভিন্ন বস্তুর সাথে সংশ্লিষ্ট থাকতো।
../input/dlsprint/validation_files/common_voice_bn_31620587.mp3,প্রাথমিক বিদ্যালয়ের পাঠ্ঠবই অনুসারে আনন্দ স্কুলের পাঠদান ্রক্রিয়া পরিচালিত হবে,প্রাথমিক বিদ্যালয়ের পাঠ্যবই অনুসারে আনন্দ স্কুলের পাঠদান প্রক্রিয়া পরিচালিত হবে।
../input/dlsprint/validation_files/common_voice_bn_31620594.mp3,ক্রিকেট খেলা থেকে অবসার নেওয়ার পর দল নির্বাচক দলীয় ম্যানেজার কমিটি সদস্য স ভিক্টোরিয়ান ক্রিকেট অ্যাসোশিয়েশনের প্রতিনিতি মন্নিত হন,"ক্রিকেট খেলা থেকে অবসর নেয়ার পর দল নির্বাচক, দলীয় ম্যানেজার, কমিটির সদস্যসহ ভিক্টোরিয়ান ক্রিকেট অ্যাসোসিয়েশনের প্রতিনিধি মনোনীত হন।"
../input/dlsprint/validation_files/common_voice_bn_31620639.mp3,বাড়িতে শুখের ছায়ানেমে আসে,বাড়িতে শোকের ছায়া নেমে আসে।
../input/dlsprint/validation_files/common_voice_bn_31555288.mp3,সম্পন্ণ উপজেলা প্রশাসনিক কার্যক্রম নাজিবকুর থানার আওতাধীন,সম্পূর্ণ উপজেলার প্রশাসনিক কার্যক্রম নাজিরপুর থানার আওতাধীন।
../input/dlsprint/validation_files/common_voice_bn_31555312.mp3,মালেশিয়া থাইল্যান্ড কম্বোদিয়া এবং বিয়েতমামের মধ্যে থাইল্যান্ড উপসাগরের বেশ কিছু অঞ্চল নিয়ে বিরোত রয়েছে,"মালয়েশিয়া, থাইল্যান্ড, কম্বোডিয়া এবং ভিয়েতনামের মধ্যে থাইল্যান্ড উপসাগরের বেশ কিছু অঞ্চল নিয়ে বিরোধ রয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31555314.mp3,সাম্রাজ্য তৈরি প্রক্রিয়াতিতে বেশ কয়েকটি পৃঠক পছন্দ দরূত,সাম্রাজ্য তৈরির প্রক্রিয়াটিতে বেশ কয়েকটি পৃথক পছন্দ জড়িত।
../input/dlsprint/validation_files/common_voice_bn_31005777.mp3,ফিফতাভেনীয় বন্ধ করা ছাড়াও মেয়র জন লিমজে ধরিত্রীদি বসের জন্য সেন্ট্রাল পার্ক ব্যবহারের অনুমতি দেন,"ফিফথ অ্যাভিনিউ বন্ধ করা ছাড়াও, মেয়র জন লিন্ডসে ধরিত্রী দিবসের জন্যে সেন্ট্রাল পার্ক ব্যবহারের অনুমতি দেন।"
../input/dlsprint/validation_files/common_voice_bn_31005778.mp3,বহুতল বিশিষ্ট তিনটি ভবনে বিভক্ত এই হাসপাতালটি,বহুতল বিশিষ্ট তিনটি ভবনে বিভক্ত এই হাসপাতালটি।
../input/dlsprint/validation_files/common_voice_bn_31005784.mp3,তোমার কে মনো হয় যে আমি তোমাকে ক্ষমা কর্ব,তোমার কি মনে হয়ে যে আমি তোমাকে ক্ষমা করবো?
../input/dlsprint/validation_files/common_voice_bn_31598580.mp3,যাত্রীফেরি প্রণালী জুড়ে অসংখ্যূট চলাচল করেন,যাত্রী ফেরি প্রণালী জুড়ে অসংখ্য রুট চলাচল করে।
../input/dlsprint/validation_files/common_voice_bn_31598731.mp3,ইয়কুব আলী কলেজে শিক্ষকতা দিয়ে তিনি তার পেশাজীবন শুরু করেন,ইয়াকুব আলী কলেজে শিক্ষকতা দিয়ে তিনি তার পেশাজীবন শুরু করেন।
../input/dlsprint/validation_files/common_voice_bn_31006044.mp3,আট দল একে অপরের বিপক্ষে একক লীগ পদ্ধ তিতে খেলবে,আট দল একে-অপরের বিপক্ষে একক লীগ পদ্ধতিতে খেলবে।
../input/dlsprint/validation_files/common_voice_bn_31563466.mp3,তার এই পদক্ষেপে বিএনপি নেতাকর্মীতের মাঝে খুব ছড়িয়ে পড়ে,তার এই পদক্ষেপে বিএনপি নেতাকর্মীদের মাঝে ক্ষোভ ছড়িয়ে পড়ে।
../input/dlsprint/validation_files/common_voice_bn_31563467.mp3,শীতকালে খিজুর গাছ থেকে রস সংগ্রহ করেন শিউলিদা,শীতকালে খেজুর গাছ থেকে রস সংগ্রহ করেন শিউলিরা।
../input/dlsprint/validation_files/common_voice_bn_31603760.mp3,সশাসন বিভিন্ন দার্সরনিক এবং সামাজিক রাজনৈতিক ধারণের সাথে ঘনিষ্ঠভাবে সম্পর্কিত,স্ব-শাসন বিভিন্ন দার্শনিক এবং সামাজিক-রাজনৈতিক ধারণার সাথে ঘনিষ্ঠভাবে সম্পর্কিত।
../input/dlsprint/validation_files/common_voice_bn_31603860.mp3,হারিয়ানা জম্মু ও কাশ্মীরের মধ্যকার দুটি খেলা পরিচালনা করেন তিনি,হরিয়ানা-জম্মু ও কাশ্মিরের মধ্যকার দু'টি খেলা পরিচালনা করেন তিনি।
../input/dlsprint/validation_files/common_voice_bn_31603865.mp3,সামান্য তেল যোগ করলে শাঁকেট ভিটামিন এ এবং ভিটামিন ডি এর প্রাপ্যতা বেড়ে যায়,সামান্য তেল যোগ করলে শাক এর ভিটামিন এ এবং ভিটামিন ডি এর প্রাপ্যতা বেড়ে যাবে।
../input/dlsprint/validation_files/common_voice_bn_31560784.mp3,তিনি নারীদের উন্নয়নে কাজ করেছেন,তিনি নারীদের উন্নয়নে কাজ করেছেন।
../input/dlsprint/validation_files/common_voice_bn_31560854.mp3,তারপর লস এইঞ্জেলে স্পর্নশিল্পে মডেল ও অভিনেত্রী সর্বরহকারী ওয়ার্ড মডেলিং সংস্থার সভাপতিচিম সাউথের মাধ্যমে এই শিল্পে আসেন,"তারপর লস অ্যাঞ্জেলেস পর্ন শিল্পে মডেল ও অভিনেত্রী সরবরাহকারী ""ওয়ার্ল্ড মডেলিং"" সংস্থার সভাপতি জিম সাউথের মাধ্যমে এই শিল্পে আসেন।"
../input/dlsprint/validation_files/common_voice_bn_31531016.mp3,এছাড়াও প্রতিটি ম্যাচ সরাসরি ইউটিউপ চ্যানেলে প্রচার করা হত,এছাড়াও প্রতিটি ম্যাচ সরাসরি ইউটিউব চ্যানেলে প্রচার করা হত।
../input/dlsprint/validation_files/common_voice_bn_31531023.mp3,মার্চেন্ট আইভরই একত্রে কাজের মধ্যে তিনি তিনটি একাডেমী পুরস্কারের মনোনয়ন লাভ করেন কিন্তু কোনটি জিততে পারেন নি,"মার্চেন্ট আইভরি একত্রে কাজের মধ্যে তিনি তিনটি একাডেমি পুরস্কারের মনোনয়ন লাভ করেন, কিন্তু কোনটি জিততে পারেন্নি।"
../input/dlsprint/validation_files/common_voice_bn_31531511.mp3,এই গানটি বেশ কিছু মোভিতে ব্যবহার করা হয়েছিল,এই গানটি বেশ কিছু মুভিতে ব্যবহার করা হয়েছিল।
../input/dlsprint/validation_files/common_voice_bn_31006866.mp3,লিমসে এবং তাদের লোক বিদ্রোহীদের আক্রমণ করতে পরিচারিত করেছিলএবং তারা তাদের অনুসারণ করে পাহারে,লিন্ডসে এবং তার লোক বিদ্রোহীদের আক্রমণ করতে পরিচালিত করেছিল এবং তারা তাদের অনুসরণ করে পাহাড়ে।
../input/dlsprint/validation_files/common_voice_bn_31006867.mp3,এখানে পূর্যাপ্ত পরিমাণে শিল্প সংস্থান যেমন পরিবহন ও যোগাযক ব্যাংকিং ক্রেডিট এবং মার্কেটিং প্রকৃতি ক্ষেত্রের সুযোগ সুবিধা রয়েছে,"এখানে পর্যাপ্ত পরিমাণে শিল্প সংস্থান যেমন পরিবহন ও যোগাযোগ, ব্যাংকিং, ক্রেডিট এবং মার্কেটিং প্রভৃতি ক্ষেত্রে সুযোগ-সুবিধা রয়েছে।"
../input/dlsprint/validation_files/common_voice_bn_31006868.mp3,এই খেলার মধ্যে রামকে ভূমিকা পালন করে মাদানি পুরি,এই খেলার মধ্যে রামকে ভূমিকা পালন করে মাদানি পুরি।
../input/dlsprint/validation_files/common_voice_bn_31641254.mp3,তার স্ত্মা হলেন অভিনেত্রী সাবানা আজমি,তাঁর সৎ মা হলেন অভিনেত্রী শাবানা আজমি।
../input/dlsprint/validation_files/common_voice_bn_31641257.mp3,দেশটির মধ্যে দিয়ে অ্যাটলাস পর্বত মালা চলে গেছে এবং দেশটিকে উত্তরের উর্বয় সমূও দক্ষিণে শুরষ্ককৌষ্ণায় মরুময় অঞ্চলে ভাগ করেছে,"দেশটির মধ্য দিয়ে অ্যাটলাস পর্বতমালা চলে গেছে এবং দেশটিকে উত্তরের উর্বর সমভূমি ও দক্ষিণের শুষ্ক, উষ্ণ মরুময় অঞ্চলে ভাগ করেছে।"
../input/dlsprint/validation_files/common_voice_bn_31641359.mp3,এটি ডেরেন হামিস দম্পতি নিয়মিত প্রথম কাজ,এটি ডেরেন-হামিদ দম্পতি নির্মিত প্রথম কাজ।
../input/dlsprint/validation_files/common_voice_bn_31649792.mp3,কিন্তু এসব জায়গার অধিকাংশ এখন সাধারণ মানুষের ভোগ দখলে,কিন্তু এইসব জায়গার অধিকাংশ এখন সাধারণ মানুষের ভোগ দখলে।
../input/dlsprint/validation_files/common_voice_bn_31650356.mp3,মাধরী শৈশবেই সঙ্গীতের প্রতি প্রবল আকর্ষণ বোদ করতেন,মাধুরী শৈশবেই সঙ্গীতের প্রতি প্রবল আকর্ষণ বোধ করতেন।
../input/dlsprint/validation_files/common_voice_bn_31510844.mp3,ফন্নীয় শাখার সবচেয়ে প্রধান ভাষাটি হল ফিনীয় ভাষা,ফিন্নীয় শাখার সবচেয়ে প্রধান ভাষাটি হল ফিনীয় ভাষা।
../input/dlsprint/validation_files/common_voice_bn_31511381.mp3,ফ্রান্স তাদের দখলকিতুর অংশ জার্মানি থেকে পৃথক করে এবং নতুন প্রতিষ্ঠিত রিনাল্যান্ড পেলা টিনাটা রাজ্যের অন্তর্গত করে,ফ্রান্স তাদের দখলকৃত অংশ জার্মানি থেকে পৃথক করে এবং নতুন প্রতিষ্ঠিত রিনেল্যান্ড-প্যালাটিনাটা রাজ্যের অন্তর্গত করে।
../input/dlsprint/validation_files/common_voice_bn_31511387.mp3,পাঁচ ভাইবোনের মধ্যে তিনি সভার ছোট,পাঁচ ভাইবোনের মধ্যে তিনি সবার ছোট।
../input/dlsprint/validation_files/common_voice_bn_31523627.mp3,তিনি গম্ভীর চলচ্চিত্র ভূমিকায় কাজ শুরু করেন,তিনি গম্ভীর চলচ্চিত্র ভূমিকায় কাজ শুরু করেন।
../input/dlsprint/validation_files/common_voice_bn_31523990.mp3,সেই নারকীয় ঘটনায় উত্তসৈনিক ইসরায়েলের স্কুলের ছাত্রীদের একটা গ্রুপের উপর হামলা চালায়,"সেই নারকীয় ঘটনায়, উক্ত সৈনিক ইজরায়েলের স্কুল ছাত্রীদের একটা গ্রুপের উপর হামলা চালায়।"
../input/dlsprint/validation_files/common_voice_bn_31523993.mp3,পূর্ব দেওয়ালের দর্চাগুলোর বিপরীর িকে পশ্চিম দেওয়ালে রয়েছে তিনটি অলং্কৃত মেহেরা,"পূর্ব দেওয়ালের দরজা গুলোর বিপরীত দিকে, পশ্চিম দেওয়ালে রয়েছে তিনটি অলংকৃত মেহরাব।"
../input/dlsprint/validation_files/common_voice_bn_31536453.mp3,পাশাপাশি তিনি সঙ্গীত ও গানের তালিম নিতেন,পাশাপাশি তিনি সঙ্গীত ও গানের তালিম নিতেন।
../input/dlsprint/validation_files/common_voice_bn_31544938.mp3,মৃত্যুর পরে তিনি ইমাম আববু ইউসুফএর কাছ থেকে শিক্ষা গ্রহণ করেছেন,মৃত্যুর পরে তিনি ইমাম আবু ইউসুফের কাছ থেকে শিক্ষা গ্রহণ করেছেন।
../input/dlsprint/validation_files/common_voice_bn_31544943.mp3,তবে তিনি অল্প বয়সেই মারা যান,তবে তিনি অল্প বয়সেই মারা যান।
../input/dlsprint/validation_files/common_voice_bn_31545155.mp3,কারণ ইয়াংআবিষ্কারটি নিজে আগে করেছেন বলে দাবি করতে থাকেন,কারণ ইয়াং আবিষ্কারটি নিজে আগে করেছেন বলে দাবী করতে থাকেন।
../input/dlsprint/validation_files/common_voice_bn_31017053.mp3,কোম্পানি গুলোর মধ্যে প্রতিযোগিতা বিদ্যমান,কোম্পানিগুলোর মধ্যে প্রতিযোগিতা বিদ্যমান।
../input/dlsprint/validation_files/common_voice_bn_31017054.mp3,কিছু রেজিস্তট্রী সরাছরি নাম বিক্রি করে এবং অন্যরা বিক্রি করার জন্য পৃথক সংস্থার উপর নির্ভর করে,কিছু রেজিস্ট্রি সরাসরি নাম বিক্রি করে এবং অন্যরা বিক্রি করার জন্য পৃথক সংস্থার উপর নির্ভর করে।
../input/dlsprint/validation_files/common_voice_bn_31017058.mp3,এরই ধারাবাহিকতায় সেদিন তারা ঢাকা পরিশাল মহাসাড়কের একটি সেতুধ্বংশ করেন,এরই ধারাবাহিকতায় সেদিন তারা ঢাকা-বরিশাল মহাসড়কের একটি সেতু ধ্বংস করেন।
../input/dlsprint/validation_files/common_voice_bn_31562699.mp3,তিনি জাতীয় স্মৃতিসৌধের ও বাংলাদেশ জাতীয় জাতুঘরের স্থাপতি,তিনি জাতীয় স্মৃতিসৌধের ও বাংলাদেশ জাতীয় জাদুঘরের স্থপতি।
../input/dlsprint/validation_files/common_voice_bn_31562760.mp3,ক্রিকেট হেলমেট পস্তুতকারক এবং ব্র্যান্ড অনেক রয়েছে,ক্রিকেট হেলমেট প্রস্তুতকারক এবং ব্র্যান্ড অনেক রয়েছে।
../input/dlsprint/validation_files/common_voice_bn_31562765.mp3,সিমেন্ট কয়েক ধরনের হয়ে থাকে,সিমেন্ট কয়েক ধরনের হয়ে থাকে।
../input/dlsprint/validation_files/common_voice_bn_31595204.mp3,এর সদর দপ্তর তাইওয়ানের তাইপে শহরে,এর সদর দপ্তর তাইওয়ানের তাইপেই শহরে।
../input/dlsprint/validation_files/common_voice_bn_31595207.mp3,এটি মিশরের সিনাই উপদ্বীপের ঙ্গে বাকি মিশরের সংযোগ রক্ষা করে,এটি মিশরের সিনাই উপদ্বীপের সঙ্গে বাকি মিশরের সংযোগ রক্ষা করে।
../input/dlsprint/validation_files/common_voice_bn_31595400.mp3,ভবনটি চট্টগ্রামের সবচেয়ে উচ্চতম ভবন এবং বাংলাদেশের পঞ্চম উচ্চতম ভবন,ভবনটি চট্টগ্রামের সবচেয়ে উচ্চতম ভবন এবং বাংলাদেশের পঞ্চম উচ্চতম ভবন।
../input/dlsprint/validation_files/common_voice_bn_31671134.mp3,আমার না আছে বিদ্ধে না আছে বুদ্ধি,"আমার না আছে বিদ্যে, না আছে বুদ্ধি।"
../input/dlsprint/validation_files/common_voice_bn_31671319.mp3,তিনি কাল্র স ট্রিভিতে প্রচারিত কামেডি নারট ওয়েস্থিকাপিল নামক সাপ্তাহিক টেলিভিশন আনুষ্ঠানে কাজ করেছেন,"তিনি কালার্স টিভিতে প্রচারিত ""কমেডি নাইটস উইথ কপিল"" নামক সাপ্তাহিক টেলিভিশন অনুষ্ঠানে কাজ করেছেন।"
../input/dlsprint/validation_files/common_voice_bn_31671365.mp3,জল ঢাকা আসামের কামরুপ রাজ্যের অন্তর্ভুক্ত ছিল,জলঢাকা আসামের কামরুপ রাজ্যের অন্তর্ভুক্ত ছিল।
../input/dlsprint/validation_files/common_voice_bn_31525814.mp3,এটি কার্যকর করা যায়নি,এটি কার্যকর করা যায়নি।
../input/dlsprint/validation_files/common_voice_bn_31527808.mp3,কথাসাহিত্যিক হাসান আজিজুল হক রচিত ছোটগল্প খাঁচা ব লম্বনে চলচ্চিত্রটিতিত্রনাট্য ও সংলাভরচনা করেছেন আক্রামান ও আজাদ আব্বুল কালাম,"কথাসাহিত্যিক হাসান আজিজুল হক রচিত ছোটগল্প ""খাঁচা"" অবলম্বনে চলচ্চিত্রটির চিত্রনাট্য ও সংলাপ রচনা করেছেন আকরাম খান ও আজাদ আবুল কালাম।"
../input/dlsprint/validation_files/common_voice_bn_31527825.mp3,প্রথম দিকে তিনি নার্সের প্রশিক্ষণ গ্রহণ করেন,প্রথম দিকে তিনি নার্সের প্রশিক্ষণ গ্রহণ করেন।
../input/dlsprint/validation_files/common_voice_bn_31515528.mp3,এটি একটি স্বশাসিত বন্দর কর্তৃপক্ষ দ্বারা পরিচালিত,এটি একটি স্বশাসিত বন্দর কর্তৃপক্ষ দ্বারা পরিচালিত।
../input/dlsprint/validation_files/common_voice_bn_31515549.mp3,কিন্তু তিনিই ছিলেন প্রথম গ্রিক দার্ষনিক জিনি তার দার্ষিক প্রজ্ঞা লেখনীর মাধ্যমে জীবিত রে খেখেছেন,কিন্তু তিনিই ছিলেন প্রথম গ্রিক দার্শনিক যিনি তার দার্শনিক প্রজ্ঞা লেখনীর মাধ্যমে জীবিত রেখে গেছেন।
../input/dlsprint/validation_files/common_voice_bn_31773965.mp3,যা থেকে তিনি মাদ্রাচে ইন্ডিয়ান ফিল্ম কোম্পানি লিমিটের চালু করেন,"যা থেকে তিনি মাদ্রাজে ""ইন্ডিয়ান ফিল্ম কোম্পানি লিমিটেড"" চালু করেন।"
../input/dlsprint/validation_files/common_voice_bn_31774478.mp3,এই তাদের ঘরে ইয়া দ্বীবনে উমর নামে একটি পুত্র জন্মগ্রহণ করে,এই তাদের ঘরে ইয়াদ ইবনে উমর নামে একটি পুত্র জন্মগ্রহণ করে।
../input/dlsprint/validation_files/common_voice_bn_31775217.mp3,এসময়ে তিনি অস্ট্রহাঙ্গেরীয় সেনাবাহিনীর নিবন্দিত হয়ে পূর্বাঞ্চলীয় ফ্রণ্টে অংশ নেন,এ সময়ে তিনি অস্ট্রো-হাঙ্গেরীয় সেনাবাহিনীর নিবন্ধিত হয়ে পূর্বাঞ্চলীয় ফ্রন্টে অংশ নেন।
../input/dlsprint/validation_files/common_voice_bn_31515560.mp3,এটি যৌতভাবে রচনা করেছেন রিচার্জ রাইড এবং ডেভিড গিলম,এটি যৌথভাবে রচনা করেছেন রিচার্ড রাইট এবং ডেভিড গিলমোর।
../input/dlsprint/validation_files/common_voice_bn_31515577.mp3,বিংশ শতাদ্বের পূর্বে ম্যান্ডেলের কাজের সঠিক মুম্লায়ন হয়নি,বিংশ শতাব্দীর পূর্বে মেন্ডেলের কাজের সঠিক মূল্যায়ন হয়নি।
