path,wav2vec2,4gram
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f6b5f32f.flac,পথ খুলে গেলো,পথ খুলে গেল
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f6bae93e.flac,তারপরর সে,তারপর সে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f6d9c406.flac,প্রথম ও দ্বিতীয় পক্ষের,প্রথম ও দ্বিতীয় পক্ষের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f7d9f528.flac,শাহারা গ্রুপের কর্ণধার,শাহারা গ্রুপের কর্ণধার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f880aea4.flac,যে বন সম্পদ জরুরি,যে বন সম্পদ জরুরি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f8b5fe99.flac,মীর মোসারা ভোসেনের,মীর মুসার ভোসেনের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f8ceeb1c.flac,তার মিয়ে চিত্রনায়কা মন্মন সেন,তার মেয়ে চিত্রনায়িকা মুনমুন সেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f92c4e97.flac,দশ বরহৎ অন্তর,দশ বড় হাত অন্তর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48f9689888.flac,এবং তার আগে শ্রীলঙ্কার সাথে,এবং তার আগে শ্রীলঙ্কার সাথে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fa1176b0.flac,লম্পোট,লম্পট
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fa3befdb.flac,প্রতি বছর তাদের চাহিদা,প্রতি বছর তাদের চাহিদা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fa7eec58.flac,নির্ধারিত একটি ছকে,নির্ধারিত একটি ছকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48faac6eba.flac,রাতে চাদের আলো,রাতে চাঁদের আলো
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48faf51759.flac,মাতার বালি,তার বা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fc895219.flac,অপহরণের অভিযোগ ওঠেছে,অপহরণের অভিযোগ উঠেছে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fcf000f2.flac,বাড়ি ভারা একশ টাকা থেকে,বাড়ি ভাড়া এক টাকা থেকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fcf12cb4.flac,এক হাজার সাৎ্র পয় সৃষ্টি,এক হাজার সাত পর সৃষ্টি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fd6a0416.flac,সাহিত্যে প্রেমে প্রতিবাদে,সাহিত্যে প্রেমে প্রতিবাদে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fdd46539.flac,লিটার প্রতি তিন থেকে,লিটার প্রতি তিন থেকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fe163dd5.flac,লিপি তার পরলেখার কথা বললেও,লিপি তার পড়ালেখার কথা বললেও
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fe6d36c6.flac,বহনের জন্য,বহনের জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48fedbc531.flac,জলপা ড লি,পা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48feee343d.flac,চোকে রপ্ত খরণের ফলে,চোখে রক্ত করণের ফলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48ffa56642.flac,নির্বাচন করার অধিকার,নির্বাচন করার অধিকার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48ffc7de00.flac,মিডিয়ার কবরটি,মিডিয়ার কবরটি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/48/48ffca300a.flac,রবীন্দনাতকে নিয়ে,রবীন্দ্রনাথকে নিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49000f8266.flac,হ গোমা,গোমা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49004dfc3b.flac,যুদ্ধ পরাজীদের বিচার নিয়ে গবেষণা,যুদ্ধাপরাধীদের বিচার নিয়ে গবেষণা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490092a917.flac,নদীর ধারে জরো হয়,নদীর ধারে জড়ো হয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4900fabe3a.flac,সিদ্ধান্ত হয়েছে আগামি অর্থ বছর থেকে,সিদ্ধান্ত হয়েছে আগামী অর্থবছর থেকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490112ca41.flac,আসন্য দুই টেস্ জন্য,আসন্ন দুই টেস্ট জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4901156fb5.flac,বিক্ষব ভয়,বৃক্ষ ভয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490135199a.flac,আমার খষুধার কথা জানাইলাম,আমার ক্ষুধার কথা জানাইলাম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4901506d7c.flac,উল্টো আমাকে,উল্টো আমাকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4901910f2d.flac,আশাকুরি শেষ বছরে,আশাকরি শেষ বছরে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49019ea1c1.flac,ঘরে বাইরের মধ্যে,ঘরে বাইরের মধ্যে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4901aa1f3d.flac,তখন এ দেশের মানুষ মাত্রি বাসাকে,তখন এ দেশের মানুষ মাত্র বাসাকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4901e44603.flac,করতে পারব না,করতে পারব না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490223a391.flac,এই বাসনা ছিল,এই বাসনা ছিল
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490264b758.flac,বিভিন্ন মার্কেটের বাইরে,বিভিন্ন মার্কেটের বাইরে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49038a83e3.flac,উচ্চবিত্যের মাঝে রিবষ্টী,উচ্চবিত্তের মাঝে দিবসটি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490435e165.flac,বাংলায় নামাজ পড়লে অসবিধাকি,বাংলায় নামাজ পড়ে অসুবিধা কী
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4904a26da9.flac,মধ্যে খানে কয়েকটি শতাদ্বির পরিবর্তন,মধ্যে এখানে কয়েকটি শতাব্দীর পরিবর্তন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49050a493c.flac,সে দ্ি ব্রাহ্য সমাে,ব্রাহ্ম সমাজ
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49056b16a5.flac,এখানে বরো পষ্ণো হচ্ছে,এখানে বড় প্রশ্ন হচ্ছে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49057892cb.flac,শলটি বিভিন্ন ধর্নের অষ্ট্র,সলটি বিভিন্ন ধরনের অস্ত্র
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49059a912f.flac,হচ্ছে আন্তর্জাতিক ফুটবলে,হচ্ছে আন্তর্জাতিক ফুটবলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4905a78ec8.flac,ইউরোয় চ্যাম্পিয়ন,ইউরোয় চ্যাম্পিয়ন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4905ba2699.flac,প্রধান কোচ হিসেবে নিয়োগ দায়,প্রধান কোচ হিসেবে নিয়োগ দেয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4905f5475d.flac,হয়ত সম্ভ্রমেই জানতে চেয়েছিলেন,হয়তো সম্ভ্রমে জানতে চেয়েছিলেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49062199a1.flac,তিনি চেদস্ক্রিয়তা আবিষ্কারের জন্য,তিনি চেদস্ক্রিয়তা আবিষ্কারের জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490689c6e2.flac,জাফর ভাইতে পাতার কাছ,জাফর ভাই পাতার কাজ
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4906b5e539.flac,জনপ্রিয়,জনপ্রিয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490779a0cc.flac,সকাল দশটা থেকে,সকাল দশটা থেকে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490794f372.flac,অ্যাসোসিয়েটেট ক্রের্সের সঙ্গে,অ্যাসোসিয়েটেড ক্রিসের সঙ্গে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49087788da.flac,গনতন্ত্রের কোনো বিকল্প নেই,গণতন্ত্রের কোনো বিকল্প নেই
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4908c2fefb.flac,ফুটবল ছবি,ফুটবল ছবি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4908ca5492.flac,ভোক্তারা বকেয়া সোত করে,ভোক্তারা বকেয়া শোধ করে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4909d72281.flac,তার সাকের শ্রী পকলিমা,তার সালের শ্রীকান্ত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490a012e8f.flac,অজগার,অজগর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490a09fb67.flac,বেদকে এই চারিভাগে বিভক্ত করেন,বেদ কে এই চারিভাগে বিভক্ত করেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490a375a0f.flac,পবিত্র কোরান অনুসারে,পবিত্র কোরান অনুসারে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490acfae23.flac,পাকিস্তান অত্তল কালে একটি গোষ্ঠি,পাকিস্তান উত্তর কালে একটি গোষ্ঠী
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490ada3414.flac,দেশের সব প্রাথমিক বিদ্যালয়ে,দেশের সব প্রাথমিক বিদ্যালয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490addf295.flac,বুঝতেই পাট্তাম না যে,বুঝতেই পারতাম না যে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490aeef5c4.flac,যৌতুপ প্রসঙ্গ,যৌতুক প্রসঙ্গ
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490b276331.flac,উপেক্ষিত হওয়ার,উপেক্ষিত হওয়ার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490c1205e8.flac,এর মধ্যে এগারশর বেশি লোক,এর মধ্যে এগারশর বেশি লোক
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490c9c60b5.flac,নারী বিরোধী সমাজের বিরুদ্ধে,নারীবিরোধী সমাজের বিরুদ্ধে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490cc45e88.flac,আচট্টগ্রাম পর্যন্ত স্টিমারে,চট্টগ্রাম পর্যন্ত স্টিমারে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490d389810.flac,এ কেন্দ্র নির্মাণ করা হোক,এ কেন্দ্র নির্মাণ করা হোক
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490e0b9dc6.flac,সকল ভাই এরূপ করে না,সকল ভাই এরূপ করে না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490e211bd4.flac,সম্পৃক্ত করার কাছটি,সম্পৃক্ত করার কাজটি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490e4a1699.flac,উপদেশ মূলক বাড়্তা দেয়,উপদেশমূলক বার্তা দেয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490e5730ae.flac,জন্য সেটি খেলেও,জন্য সেটি খেলেও
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490eac550b.flac,অওমাননা কর হারের পর,অবমাননাকর হারের পর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490eae899b.flac,আমি এখানে কেন,আমি এখানে কেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490eb0a2fa.flac,কারণ হয়,কারণ হয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490f19c0c5.flac,বাস্তয়া তাকে পাঠকের জন্য,বাস্তবতাকে পাঠকের জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490f6693ff.flac,পদার্থ ও শক্তি,পদার্থ ও শক্তি
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490f7c0059.flac,কিছু ছিল না রআস্তায়,কিছু ছিল না রাস্তায়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490f7c77a1.flac,ক্রাজী ছিলেন না,রাজি ছিলেন না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/490fe7c292.flac,লজ্জা পাইতে চাহিনা,লজ্জা পাইতে চাহি না
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4910273fd0.flac,ঐ সোডিয়া,ও সোডিয়াম
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/491098e1ec.flac,ঐ কথাটা,ও কথাটা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4910cb49b6.flac,আরেকজন এ্মিকাস কিউরি,আরেকজন একাকার
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4910e6bb59.flac,যেরা অসবাপ্ত অবস্থায়,জেরা অসমাপ্ত অবস্থায়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49111c41fd.flac,জ্ঞান করি আসেন,জ্ঞান করি আসেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49117ebb08.flac,তেমিগা সামনে নাপরে,মিকা সামনে না পরে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4911a11c5e.flac,ঢাকা থেকে শরুদপুরের,ঢাকা থেকে শহীদ পুরের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/491255630a.flac,টিকে থাকতে দেবে আমেরিকা,টিকে থাকতে দেবে আমেরিকা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49126ce00c.flac,কর্তকব ব্যক্তিদের উপর,কর্তব্য ব্যক্তিদের ওপর
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4912b22eae.flac,গন পিটনিতে এক ডাকাত,গণপিটুনিতে এক ডাকাত
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4912b3ca75.flac,সেটি আমাদের,সেটি আমাদের
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4912e70f67.flac,সত্ব উদ ঘাটন,সত্য উদঘাটন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49131eba39.flac,প্রথম পাঁচ ওবারে,প্রথম পাঁচ ওভারে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4913268e4f.flac,বনা নি,বা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49137462d0.flac,আসে নিয়ে,আসে নিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49139c6de2.flac,লোক আইস্টুডে এবং গ্রুপ,লোক আইস টুডে এবং গ্রুপ
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4913aaddd8.flac,ত্রিপুরা সীমান্তে,ত্রিপুরা সীমান্তে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4913bbb34c.flac,শুধু বানান শুদ্রে দিলে,শুধু বানান শুদ্ধ দিলে
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4913edd4b5.flac,তাদের চাপা দেয়,তাদের চাপা দেয়
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4913fb52f6.flac,শান্তিরঞজন চাকমার সন্তান,শান্তি রঞ্জন চাকমার সন্তান
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49141a170c.flac,দশ টাকা,দশ টাকা
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/4915c50937.flac,পছন্দের শিল্প পদ্বীদের উপহার দিয়েছেন,পছন্দের শিল্পপতিদের উপহার দিয়েছেন
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/491609f34a.flac,তৈরির জন্য,তৈরির জন্য
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49165ad9f3.flac,পাপ তাহাকে স্পর্ষ,পাপ তাহাকে স্পর্শ
/root/.cache/huggingface/datasets/downloads/extracted/8a8ab8d132e9aea232c1b25a6e48206b004d4b3e65d48e563f573ca9f05d3db1/asr_bengali/data/49/49173f69fa.flac,বয়াতি বাংলাদশ রেডিওবাংাদেশ টেলিভিশন সহ দেশের বেশরকারী চ্যানেলেও নিয়মিত সঙ্গীত পরিবেশন করেছেন,বয়াতি বাংলাদেশ রেডিওবাংাদেশ টেলিভিশন সহ দেশের বেশরকারী চ্যানেলেও নিয়মিত সংগীত পরিবেশন করেছেন
