path,wav2vec2,4gram
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4765f979.flac,গারমেন্ট শ্রমিক নেত্রী,গার্মেন্ট শ্রমিক নেত্রী
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a479d499f.flac,গোটা বিষয়টির,গোটা বিষয়টির
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a479f03e8.flac,আইনজীবী মিজান সাইদ,আইনজীবী মিজান সাইদ
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a483b5dea.flac,সাজিয়ে বসেছেন চেম্বার,সাজিয়ে বসেছেন চেম্বার
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4872eecf.flac,দাতের উপর বেশি,দাঁতের ওপর বেশি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a488e3b97.flac,জলে শরীর দিন পত্রে আরো,জলে শরীর দিন পত্রে আরও
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a493316f0.flac,বিয়ে পড়ানোর কাজ,বিয়ে পড়ানোর কাজ
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a497dadd9.flac,আমরা সিটিও নিষ্চিত করার,আমরা সেটিও নিশ্চিত করার
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49b3389b.flac,বলত তমি,বলত তুমি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49cf47c0.flac,শদ্ব মালার উপর,শব্দ মালার উপর
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49d428dd.flac,দু বারয়,দুবারই
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49dc7f70.flac,সমুদ্ধর পকল পরতে এলাকায়,সমুদ্র কল পরতে এলাকায়
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49ef761f.flac,তরুণ স্যামলপূর্ব বাংলা,তরুণ শ্যামল পূর্ব বাংলা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a49f879fa.flac,একই ধরনের,একই ধরনের
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4aae61eb.flac,আশ্রয় নিতে হায়,আশ্রয় নিতে হয়
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4ac11a1e.flac,দুটি গরুর গারি,দুটি গরুর গাড়ি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4b0eaf78.flac,ছয়মাসে বেশি হবে না,ছয় মাসের বেশি হবে না
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4b20bb24.flac,জন্মে কত পাপ,জন্মে কত পাব
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4b32b930.flac,এবং তার পদত াআগের,এবং তার পদতাআগের
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4b5dde7e.flac,গুরুত্ববা মর্যাদা,গুরুত্ব বা মর্যাদা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4bd31189.flac,অধ্যক্ষ সার আগের চেয়ে আরও,অধ্যক্ষ সার আগের চেয়ে আরও
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4bf10b5a.flac,পাওয়া যাবে এই কক্ষে,পাওয়া যাবে এই কক্ষে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4c5e2a7a.flac,আমার গলা ফাটা চিৎকার শুনে,আমার গলাফাটা চিৎকার শুনে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4d061674.flac,রুশ সেনাবাহিনীকে,রুশ সেনাবাহিনীকে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4d0b6a58.flac,ভালো করার ব্যাপারে,ভালো করার ব্যাপারে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4d7688b5.flac,শেষ বাড়ের মতো,শেষ বারের মতো
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4d936e12.flac,সতেশ দেখালেন,স্বদেশ দেখালেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4dc374a7.flac,এই পুরুষ্রন্ত্র পিতৃত্ব ন্ত্র,এই পুরুষতন্ত্র পিতৃত্ব অন্ত্র
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4dd716d0.flac,হয বা না সোনা,হয় বা না সোনা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4e0d605f.flac,দেখতে যাচ্ছি,দেখতে যাচ্ছি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4e2fffb8.flac,ফ ফট করে,করে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4ed08b91.flac,নাজিম তুরস্কে ঢুকতে গিয়ে,নাজিম তুরস্কে ঢুকতে গিয়ে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4efbe610.flac,কিছু জানাই নেই,কিছু জানা নেই
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4f09f1b7.flac,চেষ্টা করেন,চেষ্টা করেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4f71e815.flac,দেশজুড়ি প্রায়,দেশজুড়ে প্রায়
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a4ff0d821.flac,বঙ্গভঙ্গের সিদ্ধান্ত,বঙ্গভঙ্গের সিদ্ধান্ত
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a50535d4c.flac,দ্বিতীয় ম্যাচে,দ্বিতীয় ম্যাচে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a50a348cb.flac,নির্যাতন করা হয়েছে,নির্যাতন করা হয়েছে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a51cacef6.flac,সেইসব পালিয়ে যাওয়া,সেই সব পালিয়ে যাওয়া
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a522872c6.flac,একমাত্র কাটা হয়ে দারান,একমাত্র কাটা হয়ে দারা না
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a522c5f2a.flac,এই দম্পতি,এই দম্পতি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a526a99ec.flac,পোশাকসয়ার প্রতিটি শিল্প স্থাপনের আগে,পোশাকসহ প্রতিটি শিল্প স্থাপনের আগে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5271df25.flac,পর দিন তিনি বলেন,পরদিন তিনি বলেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a53485219.flac,তাকে মার্ধর করত,তাকে মারধর করত
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5380d6f4.flac,ও জনগণের সংগ্রামী ছেতনা,জনগণের সংগ্রামী চেতনা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a538d5d80.flac,কয়েক ছিকেন্ডের মধ্যে,কয়েক সেকেন্ডের মধ্যে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a53a4ee52.flac,স্বাধীনতার আগন তাতা,স্বাধীনতার আগ পাতার
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a53dd54aa.flac,লেখকের বিশ্লেষন হচ্ছে,লেখকের বিশ্লেষণ হচ্ছে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a54293764.flac,কমিশন বলেছে,কমিশন বলেছে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a542c0d91.flac,জয়ী হয়েছেন,জয়ী হয়েছেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a55250835.flac,তুমুল আলোচনা তৈরি করার পর,তুমুল আলোচনা তৈরি করার পর
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5532fc46.flac,আর্তালের পরিবর্তে,আত্মাদের পরিবর্তে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a553ea9b6.flac,রাব,রব
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a556489e0.flac,নেতাজি,নেতাজি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5636f9ad.flac,উৎপাদন প্রক্রিয়া করণ,উৎপাদন প্রক্রিয়া করণ
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a563abe1d.flac,তাকে নটিশ দিলে,তাকে নোটিশ দিলে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5642492e.flac,স্মৃতিকেন্দ্রের কার্যক্রম,স্মৃতি কেন্দ্রের কার্যক্রম
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5652cee7.flac,ঢাকার মহাকালিতে,ঢাকার মহাখালীতে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a56d2fd42.flac,তাই ডাডন্ডাাং রবে,তাই ডান্ডা রবে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5761504d.flac,দারাইয়া রহিলো,দাঁড়াইয়া রহিল
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a576e2e93.flac,সাথে দক্ষ প্রশিক্ষিত,সাথে দক্ষ প্রশিক্ষিত
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a578b33bd.flac,এটি মাটির অনেক,এটি মাটির অনেক
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a57b9eccc.flac,আমাকে লিখলেন,আমাকে লিখলেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a57bdc60d.flac,তার নাম সুনেই,তার নাম শুনেই
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a57e718b8.flac,আমাদ দ্বারা,আমার দ্বারা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a57f9e0ab.flac,নয়ত পেটের উপর চেপে রাখতাম,নয়ত পেটের ওপর চেপে রাখতাম
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5838f789.flac,পাচামানের অভাবে,কাঁচামালের অভাবে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5854d8ab.flac,আন্দাজ করে নিতে পারে,আন্দাজ করে নিতে পারে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a587070a8.flac,মোটা নয়,মোটা নয়
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a58c473ed.flac,লংমার শুরু হয়,লং মার শুরু হয়
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a590a6393.flac,সাউন বলেন,সান বলেন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a598244d0.flac,সুস্থ হয়েও তো,সুস্থ হয়েও তো
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a59a06e9a.flac,চেছিল পনে টাকা সোত করতে,যে ছিল পনের টাকা সৎ করতে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a59a8682a.flac,ফুল গাছ,ফুল গাছ
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5abc71e7.flac,ি সি,
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5adfc583.flac,সবসময় কার্যকর রাখার জন্য,সব সময় কার্যকর রাখার জন্য
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5aea4a51.flac,দেশে পরছি,দেশে পি
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5b269537.flac,ইরেজি ভাষা ে,ইংরেজি ভাষার
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5b7b573a.flac,তাদের মধ্যে রয়েছে,তাদের মধ্যে রয়েছে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5b7da4d0.flac,জীবনানন্দ দাশের প্রকাশিত,জীবনানন্দ দাশের প্রকাশিত
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5b7e87ef.flac,অসময়ে ট্মেট্র চাসি,অসময়ে টমেটো চাষে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5b9dfb9f.flac,মাঝে মধ্যে মনে হত,মাঝেমধ্যে মনে হতো
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5be57559.flac,চলে আসতে পারে,চলে আসতে পারে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5c5cb3ca.flac,মৌলিক পদার্থের,মৌলিক পদার্থের
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5c9c4097.flac,অন্যদিকে জাতিসংহের শিশু তহবিল,অন্যদিকে জাতিসংঘের শিশু তহবিল
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5cc54936.flac,তার বরো ভাই,তার বড় ভাই
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5cea60bb.flac,প্রকাশিত এসব পত্রপত্রিকা,প্রকাশিত এসব পত্রপত্রিকা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5d09e92d.flac,পুলিশের গুলিতে সেদিন,পুলিশের গুলিতে সেদিন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5d30b8a9.flac,নিষিদ হতে পারে,নিষিদ হতে পারে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5e5c2c47.flac,কিন্তু এগুলো,কিন্তু এগুলো
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5eb17064.flac,কোনো মতে সেটাকে,কোনো মতে সেটাকে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a5fee48f5.flac,বিজিবীর নামে এ তিন চাদা বাজ,বিজিবির নামে এ তিন চাঁদাবাজ
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a60166f30.flac,ছবির কাছ প্রকাশ করা,ছবির কাছ প্রকাশ করা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a60995e5a.flac,কিন্তু বিদেশের সমালোচক্রা,কিন্তু বিদেশের সমালোচকরা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a60b5510d.flac,আমাকে উড়তে দেবে না হুমায়েরা,আমাকে উঠতে দেবে না হুমায়রা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a60eeded7.flac,সাধারণত বাণচু ভাষাগুলির,সাধারণত বান্টু ভাষা গুলির
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a61252286.flac,ডায়বেটিক্স ও বার্ধক্য জনিত,ডায়াবেটিস ও বার্ধক্যজনিত
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a6128097c.flac,প্রথম স্বষস্ত্র পতিরদ রিবস উপলক্ষে,প্রথম সশস্ত্র প্রতিরোধ দিবস উপলক্ষে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a6163f08b.flac,পরিবারে কাছ থেকে,পরিবারের কাছ থেকে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a617a8f32.flac,তিনি আলকাইদার পেছনে,তিনি আলকায়েদার পেছনে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a61890508.flac,আমি প্রটাক শন,আমি প্রোডাকশন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a61975031.flac,িবিসির বালাদেশ সলাপে,বিবিসির বাংলাদেশ সংলাপে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a61e197d5.flac,সন্দেহাতিত ভাবে প্রমাণ হওয়ার,সন্দেহাতীতভাবে প্রমাণ হওয়ার
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a620bc772.flac,তার প্রবন্দগুলো কেমন,তার প্রবন্ধগুলো কেমন
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a6229eec2.flac,সরৃজনশীল মানুষের জন্য বুটিক ব্যবসা হতে পারে একটি আদর্শ পেশা,সৃজনশীল মানুষের জন্য বুটিক ব্যবসা হতে পারে একটি আদর্শ পেশা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a627a2c5d.flac,চল্লিশটি কেন্দ্রে,চল্লিশটি কেন্দ্রে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a6286a247.flac,নাগরিকেরা এবং কৌরোবেরা,নাগরিকেরা এবং করো বেরা
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a638e8780.flac,বইিংে সঙ্গে,বইয়ের সঙ্গে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a639a633d.flac,নিশ্ে সাত শালে,নিশে সাত সালে
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a63ea5745.flac,দন্দ ছিল,দ্বন্দ ছিল
/root/.cache/huggingface/datasets/downloads/extracted/368191eba08f8f0b50ea971e615a37ebc46d3952e34a8b1e0441e1d60bdd7a09/asr_bengali/data/6a/6a63fff152.flac,বা্ত প্র করা,প্রয়োগ করা
